Ragione Sociale;Data contabile;Data valuta;Banca;Rapporto;Importo;Divisa;Descrizione;Categoria/sottocategoria;Hashtag
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;15;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 04/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1366;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90968560/90637144 FAVORE Capezzuto Alessandro - ADD.TOT - Capezzuto stip Maggio 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-780;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90964328/90628557 FAVORE Murolo Mario - ADD.TOT - Murolo stip Maggio 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90960393 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 7043090000009009507195;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90959564 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 7043090000007175816701;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-325;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90968342/90636810 FAVORE Carotenuto Antonella - ADD.TOT - Carotenuto stip Maggio 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-3987;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90979600/90657714 FAVORE Ceraldi Valerio - ADD.TOT - Ceraldi Valerio stip 4-5 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2,2;EUR;COMM.SU BONIFICI - NS RIF. MB0B90967288 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90968560 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;109;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90963158 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90968922 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1280;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90969715/90639154 FAVORE Pocci Salvatore - ADD.TOT - Pocci stip Maggio 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90968342 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1254,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B90969377 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B90969715 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1867;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B90973873/90646955 FAVORE Ceraldi Vincenzo - ADD.TOT - Ceraldi Vincenzo stip 5 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;05/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B90973873 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;92,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 05/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;23;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 05/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;27,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 05/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B91273864 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-5405;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B91273864/90258425 FAVORE Ceraldi Antonietta - ADD.TOT - Ceraldi Antonietta stip da 1/5 2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;304,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 05/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;748,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 05/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - RIF.MBVT56474144 COMM. BON. TELEMATICO;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;06/06/2025;06/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1175,68;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT56474144/00530182 FAVORE Ragioniere Fulvio Ferrantini NOTPROVIDE - saldo fattura 60;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;09/06/2025;03/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-716,72;EUR;DEBIT PAGAMENTO - CARTA*1472-10:30-FLLI FIORENTINO SRL NAPOLI ITA;Trasporti - Carburanti;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B91268761 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;9,8;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 06/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;286,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 06/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;34;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 06/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;10;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 08/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;568,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 08/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;96,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 06/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-2477;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B91268761/90245226 FAVORE Ceraldi Valerio - ADD.TOT - Ceraldi Valerio stip 2024;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;876,11;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 06/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;715,92;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 06/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;164,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 07/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;159,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 07/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;83,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 08/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1330,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 07/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;650,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 08/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;29,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 08/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;09/06/2025;05/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1599,88;EUR;PRELIEVO ASSEGNO - DM 01005 CRA: 01624157700012 NUM: 0208769191;Fornitori - Generico;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;781;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 07/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;09/06/2025;09/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;134;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 07/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;727,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 09/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 49RJ2252ASLM4;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1830;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B93407484/90500072 FAVORE GIEMME S.R.L.S - ADD.TOT - saldo fattura 139;Fornitori - Materie prime, beni e servizi;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;60,2;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 09/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B93407484 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-58,55;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 49RJ2252ASLM4 PayPal Europe S.a.r.l. et Cie S.C.A;Servizi - Spese per servizi online;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;62,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 09/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;10/06/2025;10/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;537,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 09/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;11/06/2025;11/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;119,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 10/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;11/06/2025;11/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1203,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 10/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;11/06/2025;11/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;6000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;11/06/2025;11/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;3,8;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 10/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;32,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 11/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;39,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 11/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;473,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 11/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;264;EUR;BONIF. VS. FAVORE - BON.DA VERDE MONICA DITTA - NR. FPR 10/25 DEL 11/06/2025;Ricavi - Ricavi dalle vendite;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;896,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 11/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;155,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 11/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;12/06/2025;12/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;225,6;EUR;BONIF. VS. FAVORE - BON.DA VERDE MONICA DITTA - NR. FPR 6/25 DEL 07/05/2025;Ricavi - Ricavi dalle vendite;
CERALDI GROUP S.R.L.;13/06/2025;13/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-4604,08;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B93151591/90325409 FAVORE Ceraldi Vincenzo - ADD.TOT - Ceraldi Vincenzo stip saldo 2024;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;13/06/2025;13/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B93151591 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;13/06/2025;13/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;21,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 12/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;13/06/2025;13/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;103,3;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 12/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;13/06/2025;13/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1367,4;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 12/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;103,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 14/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;28;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 14/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;831,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 15/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1066,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 14/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;151,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 15/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;18;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 13/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;11,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 13/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;18,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 15/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1024,41;EUR;ADDEBITO NEXI - SDD CORE: 8000640000050340753904 NEXI S.P.A. CORSO SEMPIONE, 55;Altre passività - Addebito carta di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;35;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 15/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;688,3;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 13/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-217,91;EUR;ADDEBITO DIRETTO SDD - SDD B2B : 73029412064789 PERFETTI VAN MELLE S.P.A.;Fornitori - Generico;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-232,78;EUR;ADDEBITO DIRETTO SDD - SDD B2B : 73029412064789 PERFETTI VAN MELLE S.P.A.;Fornitori - Generico;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;102,4;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 13/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;307,9;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 15/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;105,8;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 14/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;847,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 14/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 73029412064789;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;933,8;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 13/06/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;16/06/2025;16/06/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;22,2;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 14/06/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
